tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
g37	-	-	g37	g37	-	chromosome_1:253211-264398	-	-	8.0478	6.96509	9.13051	OK
g38	-	-	g38	g38	-	chromosome_1:264834-268411	-	-	8.21089	7.26065	9.16113	OK
g39	-	-	g39	g39	-	chromosome_1:268505-270501	-	-	0.830812	0.452165	1.20946	OK
g40	-	-	g40	g40	-	chromosome_1:272551-286183	-	-	12.3657	11.3664	13.3649	OK
g41	-	-	g41	g41	-	chromosome_1:286441-290513	-	-	56.5549	54.609	58.5009	OK
g42	-	-	g42	g42	-	chromosome_1:291005-305011	-	-	14.9438	14.3042	15.5834	OK
Cre01.g001750	-	-	Cre01.g001750	TIG1	-	chromosome_1:306537-313443	-	-	34.4204	32.4265	36.4143	OK
Cre01.g001800	-	-	Cre01.g001800	Cre01.g001800	-	chromosome_1:313541-324653	-	-	6.46538	5.80807	7.12269	OK
Cre01.g001950	-	-	Cre01.g001950	Cre01.g001950	-	chromosome_1:324655-329091	-	-	2.56827	2.05203	3.08451	OK
g46	-	-	g46	g46	-	chromosome_1:329306-333421	-	-	14.7186	13.0969	16.3404	OK
Cre01.g002050	-	-	Cre01.g002050	Cre01.g002050	-	chromosome_1:333571-340433	-	-	2.56179	2.11242	3.01116	OK
Cre01.g002100	-	-	Cre01.g002100	Cre01.g002100	-	chromosome_1:340481-344893	-	-	1.12837	0.874196	1.38254	OK
Cre01.g002150	-	-	Cre01.g002150	Cre01.g002150	-	chromosome_1:345025-347821	-	-	0.553782	0.312868	0.794697	OK
Cre01.g002200	-	-	Cre01.g002200	RPB6	-	chromosome_1:347991-350436	-	-	79.2212	74.8064	83.636	OK
g51	-	-	g51	g51	-	chromosome_1:350580-355595	-	-	0.277184	0.144272	0.410097	OK
g52	-	-	g52	g52	-	chromosome_1:355695-360627	-	-	4.38999	3.80183	4.97816	OK
Cre01.g002201	-	-	Cre01.g002201	Cre01.g002201	-	chromosome_1:355695-360627	-	-	0.00158945	0	0.0410145	OK
Cre01.g002227	-	-	Cre01.g002227	Cre01.g002227	-	chromosome_1:360915-364167	-	-	7.54862	6.449	8.64824	OK
Cre01.g002236	-	-	Cre01.g002236	Cre01.g002236	-	chromosome_1:364215-367867	-	-	1.76617	1.27147	2.26086	OK
g54	-	-	g54	g54	-	chromosome_1:364215-367867	-	-	0.000327028	0	0.068233	OK
Cre01.g002250	-	-	Cre01.g002250	Cre01.g002250	-	chromosome_1:367915-372098	-	-	7.24017	6.36217	8.11817	OK
Cre01.g002300	-	-	Cre01.g002300	Cre01.g002300	-	chromosome_1:372675-375035	-	-	437.009	426.122	447.896	OK
Cre01.g002350	-	-	Cre01.g002350	Cre01.g002350	-	chromosome_1:375365-383307	-	-	7.26754	6.41548	8.1196	OK
Cre01.g002400	-	-	Cre01.g002400	Cre01.g002400	-	chromosome_1:384275-388645	-	-	9.82645	8.44367	11.2092	OK
g59	-	-	g59	g59	-	chromosome_1:437789-440875	-	-	7.22865	6.00239	8.4549	OK
Cre01.g002500	-	-	Cre01.g002500	COP2	-	chromosome_1:441093-444942	-	-	297.452	290.718	304.187	OK
Cre01.g002550	-	-	Cre01.g002550	Cre01.g002550	-	chromosome_1:445085-451638	-	-	13.5866	12.6041	14.569	OK
Cre01.g002600	-	-	Cre01.g002600	Cre01.g002600	-	chromosome_1:452175-455677	-	-	1.14763	0.805473	1.48979	OK
Cre01.g002650	-	-	Cre01.g002650	Cre01.g002650	-	chromosome_1:456375-459334	-	-	0.0254383	0	0.0763149	OK
Cre01.g002700	-	-	Cre01.g002700	Cre01.g002700	-	chromosome_1:459395-468331	-	-	2.28886	1.92363	2.65408	OK
Cre01.g002750	-	-	Cre01.g002750	Cre01.g002750	-	chromosome_1:468385-472847	-	-	0.7647	0.470254	1.05915	OK
g65	-	-	g65	g65	-	chromosome_1:468385-472847	-	-	0.000290086	0	0.0564021	OK
Cre01.g002800	-	-	Cre01.g002800	SRR24	-	chromosome_1:473705-504317	-	-	0.252752	0.186376	0.319129	OK
g67	-	-	g67	g67	-	chromosome_1:504485-507767	-	-	0.484276	0.192247	0.776306	OK
g68	-	-	g68	g68	-	chromosome_1:507815-527067	-	-	0.996496	0.836929	1.15606	OK
Cre01.g002900	-	-	Cre01.g002900	Cre01.g002900	-	chromosome_1:527089-528815	-	-	1.9045	1.24633	2.56267	OK
Cre01.g002950	-	-	Cre01.g002950	Cre01.g002950	-	chromosome_1:528879-533195	-	-	8.68695	7.7142	9.6597	OK
Cre01.g003000	-	-	Cre01.g003000	Cre01.g003000	-	chromosome_1:533295-537931	-	-	0.540999	0.315387	0.766611	OK
Cre01.g003050	-	-	Cre01.g003050	SEC8	-	chromosome_1:538050-548685	-	-	1.41193	1.15522	1.66865	OK
Cre01.g003100	-	-	Cre01.g003100	Cre01.g003100	-	chromosome_1:548795-553667	-	-	0	0	0	OK
g73	-	-	g73	g73	-	chromosome_1:548795-553667	-	-	0	0	0	OK
Cre01.g003150	-	-	Cre01.g003150	Cre01.g003150	-	chromosome_1:553685-559455	-	-	2.0739	1.68261	2.46519	OK
Cre01.g003200	-	-	Cre01.g003200	Cre01.g003200	-	chromosome_1:559605-563426	-	-	6.7207	5.86932	7.57209	OK
Cre01.g003250	-	-	Cre01.g003250	Cre01.g003250	-	chromosome_1:563645-566147	-	-	2.67032	2.1124	3.22823	OK
Cre01.g003300	-	-	Cre01.g003300	Cre01.g003300	-	chromosome_1:566225-571627	-	-	0	0	0	OK
g78	-	-	g78	g78	-	chromosome_1:571709-577935	-	-	9.20043	8.3392	10.0617	OK
g79	-	-	g79	g79	-	chromosome_1:578085-583100	-	-	0.0993674	0	0.215679	OK
Cre01.g003450	-	-	Cre01.g003450	Cre01.g003450	-	chromosome_1:578085-583100	-	-	5.50199	4.88977	6.1142	OK
g80	-	-	g80	g80	-	chromosome_1:583695-595687	-	-	2.52954	2.10349	2.95559	OK
g81	-	-	g81	g81	-	chromosome_1:595704-601865	-	-	0.0620041	0	0.140174	OK
g82	-	-	g82	g82	-	chromosome_1:602370-606855	-	-	7.26585	6.38473	8.14696	OK
g83	-	-	g83	g83	-	chromosome_1:606955-626077	-	-	4.4884	4.15753	4.81927	OK
Cre01.g003519	-	-	Cre01.g003519	Cre01.g003519	-	chromosome_1:626435-628693	-	-	12.4722	10.8587	14.0857	OK
g85	-	-	g85	g85	-	chromosome_1:644745-653360	-	-	20.9655	19.8086	22.1223	OK
g86	-	-	g86	g86	-	chromosome_1:653606-662145	-	-	7.31596	6.67676	7.95516	OK
g87	-	-	g87	g87	-	chromosome_1:662245-677613	-	-	2.05289	1.77174	2.33403	OK
g88	-	-	g88	g88	-	chromosome_1:677835-680597	-	-	0.142913	0.0211614	0.264665	OK
Cre01.g003550	-	-	Cre01.g003550	Cre01.g003550	-	chromosome_1:680629-687445	-	-	5.41682	4.79215	6.0415	OK
Cre01.g003600	-	-	Cre01.g003600	Cre01.g003600	-	chromosome_1:688995-690516	-	-	1.49415	0.97156	2.01673	OK
Cre01.g003650	-	-	Cre01.g003650	Cre01.g003650	-	chromosome_1:694649-700899	-	-	8.78729	7.91346	9.66112	OK
Cre01.g003700	-	-	Cre01.g003700	Cre01.g003700	-	chromosome_1:701555-709087	-	-	0.485411	0.338215	0.632606	OK
Cre01.g003750	-	-	Cre01.g003750	Cre01.g003750	-	chromosome_1:709818-725710	-	-	2.38592	2.15464	2.61721	OK
Cre01.g003800	-	-	Cre01.g003800	Cre01.g003800	-	chromosome_1:726048-736490	-	-	2.65849	2.37489	2.94209	OK
g96	-	-	g96	g96	-	chromosome_1:736538-738965	-	-	4.57735	3.87314	5.28156	OK
Cre01.g003850	-	-	Cre01.g003850	Cre01.g003850	-	chromosome_1:739298-746905	-	-	4.07284	3.53573	4.60995	OK
g99	-	-	g99	g99	-	chromosome_1:750062-767768	-	-	6.57058	6.1461	6.99505	OK
Cre01.g004000	-	-	Cre01.g004000	Cre01.g004000	-	chromosome_1:767815-771798	-	-	20.4183	18.6577	22.1789	OK
Cre01.g004050	-	-	Cre01.g004050	Cre01.g004050	-	chromosome_1:779808-782390	-	-	0.23647	0.0135239	0.459416	OK
g102	-	-	g102	g102	-	chromosome_1:782818-804650	-	-	10.6595	10.0428	11.2762	OK
Cre01.g004124	-	-	Cre01.g004124	Cre01.g004124	-	chromosome_1:782818-804650	-	-	12.8825	12.1683	13.5968	OK
Cre01.g004157	-	-	Cre01.g004157	Cre01.g004157	-	chromosome_1:807728-826390	-	-	25.6246	24.8404	26.4089	OK
Cre01.g004200	-	-	Cre01.g004200	Cre01.g004200	-	chromosome_1:826412-833028	-	-	2.30093	1.92266	2.6792	OK
Cre01.g004250	-	-	Cre01.g004250	TCTEX1	-	chromosome_1:833154-834660	-	-	31.2168	28.3611	34.0724	OK
Cre01.g004300	-	-	Cre01.g004300	ASN1	-	chromosome_1:834662-841428	-	-	152.401	148.449	156.353	OK
Cre01.g004350	-	-	Cre01.g004350	Cre01.g004350	-	chromosome_1:841528-850578	-	-	9.85036	9.03722	10.6635	OK
Cre01.g004400	-	-	Cre01.g004400	Cre01.g004400	-	chromosome_1:852288-853940	-	-	6.20548	5.04815	7.36281	OK
Cre01.g004450	-	-	Cre01.g004450	CPLD42	-	chromosome_1:853942-857330	-	-	45.9652	42.9842	48.9463	OK
Cre01.g004500	-	-	Cre01.g004500	LEU1L	-	chromosome_1:857468-864406	-	-	119.543	115.791	123.295	OK
Cre01.g004550	-	-	Cre01.g004550	FAP190	-	chromosome_1:864598-870890	-	-	5.86216	5.30106	6.42326	OK
Cre01.g004600	-	-	Cre01.g004600	RWP12	-	chromosome_1:871546-885124	-	-	2.43331	2.21129	2.65534	OK
Cre01.g004650	-	-	Cre01.g004650	Cre01.g004650	-	chromosome_1:885746-887416	-	-	2.5627	1.87933	3.24606	OK
Cre01.g004700	-	-	Cre01.g004700	Cre01.g004700	-	chromosome_1:887957-891436	-	-	2.17158	1.45757	2.88559	OK
g115	-	-	g115	g115	-	chromosome_1:891736-897598	-	-	1.7841	1.16042	2.40778	OK
Cre01.g004750	-	-	Cre01.g004750	Cre01.g004750	-	chromosome_1:891736-897598	-	-	2.06129	1.54208	2.5805	OK
Cre01.g004800	-	-	Cre01.g004800	Cre01.g004800	-	chromosome_1:897756-902004	-	-	126.063	122.915	129.211	OK
Cre01.g004850	-	-	Cre01.g004850	Cre01.g004850	-	chromosome_1:902010-912496	-	-	1.38846	1.15624	1.62068	OK
Cre01.g004900	-	-	Cre01.g004900	Cre01.g004900	-	chromosome_1:912668-915952	-	-	9.52451	8.36029	10.6887	OK
g119	-	-	g119	g119	-	chromosome_1:916086-916739	-	-	14.8532	12.0347	17.6718	OK
Cre01.g004950	-	-	Cre01.g004950	Cre01.g004950	-	chromosome_1:921310-925536	-	-	21.6087	20.0486	23.1689	OK
Cre01.g005000	-	-	Cre01.g005000	CPLD9	-	chromosome_1:925646-928048	-	-	7.50559	6.3405	8.67069	OK
Cre01.g005050	-	-	Cre01.g005050	Cre01.g005050	-	chromosome_1:928429-933185	-	-	76.4202	73.8792	78.9612	OK
Cre01.g005100	-	-	Cre01.g005100	Cre01.g005100	-	chromosome_1:933366-936277	-	-	2.46665	1.89317	3.04014	OK
g124	-	-	g124	g124	-	chromosome_1:936476-937038	-	-	5.48125	3.15737	7.80514	OK
Cre01.g005150	-	-	Cre01.g005150	SGA1	-	chromosome_1:937149-941885	-	-	44.7068	42.4658	46.9477	OK
Cre01.g005200	-	-	Cre01.g005200	Cre01.g005200	-	chromosome_1:943055-951176	-	-	2.33278	1.9932	2.67236	OK
Cre01.g005250	-	-	Cre01.g005250	Cre01.g005250	-	chromosome_1:958366-960388	-	-	0	0	0	OK
g128	-	-	g128	g128	-	chromosome_1:960636-965520	-	-	0	0	0	OK
g129	-	-	g129	g129	-	chromosome_1:968026-970638	-	-	0	0	0	OK
Cre01.g005400	-	-	Cre01.g005400	Cre01.g005400	-	chromosome_1:971011-975436	-	-	0	0	0	OK
Cre01.g005450	-	-	Cre01.g005450	RSP10	-	chromosome_1:975626-977808	-	-	29.312	26.5772	32.0467	OK
Cre01.g005500	-	-	Cre01.g005500	Cre01.g005500	-	chromosome_1:978996-988186	-	-	6.41258	5.73663	7.08852	OK
Cre01.g005534	-	-	Cre01.g005534	Cre01.g005534	-	chromosome_1:988190-989356	-	-	3.49248	2.50466	4.4803	OK
g134	-	-	g134	g134	-	chromosome_1:991246-991928	-	-	0	0	0	OK
Cre01.g005550	-	-	Cre01.g005550	ARL2	-	chromosome_1:991940-996584	-	-	3.7404	2.84628	4.63453	OK
Cre01.g005650	-	-	Cre01.g005650	Cre01.g005650	-	chromosome_1:996676-999498	-	-	1.63825	1.15922	2.11729	OK
g137	-	-	g137	g137	-	chromosome_1:999816-1003518	-	-	0	0	0	OK
g138	-	-	g138	g138	-	chromosome_1:1003566-1007127	-	-	0.325879	0.138387	0.513371	OK
Cre01.g005750	-	-	Cre01.g005750	Cre01.g005750	-	chromosome_1:1007609-1011925	-	-	0.0386088	0	0.115826	OK
g140	-	-	g140	g140	-	chromosome_1:1012023-1021315	-	-	1.94969	1.50532	2.39407	OK
Cre01.g005850	-	-	Cre01.g005850	Cre01.g005850	-	chromosome_1:1021425-1024377	-	-	9.20685	7.88483	10.5289	OK
g142	-	-	g142	g142	-	chromosome_1:1024379-1029645	-	-	3.63159	2.95722	4.30595	OK
Cre01.g005950	-	-	Cre01.g005950	Cre01.g005950	-	chromosome_1:1029765-1035425	-	-	22.1792	20.6657	23.6927	OK
Cre01.g006000	-	-	Cre01.g006000	Cre01.g006000	-	chromosome_1:1035429-1040085	-	-	1.26862	0.98843	1.54881	OK
Cre01.g006050	-	-	Cre01.g006050	LF3	-	chromosome_1:1041785-1048797	-	-	6.13602	5.60065	6.67139	OK
Cre01.g006100	-	-	Cre01.g006100	Cre01.g006100	-	chromosome_1:1049716-1051485	-	-	5.46626	4.16881	6.76371	OK
g148	-	-	g148	g148	-	chromosome_1:1051595-1061757	-	-	11.6139	10.667	12.5609	OK
g149	-	-	g149	g149	-	chromosome_1:1063475-1068097	-	-	2.50821	1.9896	3.02682	OK
g153	-	-	g153	g153	-	chromosome_1:1088529-1090755	-	-	0.377757	0.140809	0.614705	OK
Cre01.g006300	-	-	Cre01.g006300	Cre01.g006300	-	chromosome_1:1091164-1094835	-	-	9.70074	8.79589	10.6056	OK
g155	-	-	g155	g155	-	chromosome_1:1094899-1099485	-	-	3.70699	3.17718	4.2368	OK
g156	-	-	g156	g156	-	chromosome_1:1098269-1101865	-	-	0.320694	0.148054	0.493333	OK
Cre01.g006450	-	-	Cre01.g006450	Cre01.g006450	-	chromosome_1:1116175-1118197	-	-	2.2503e-07	0	0.0779168	OK
g158	-	-	g158	g158	-	chromosome_1:1116188-1119387	-	-	0.204595	0.0663262	0.342864	OK
Cre01.g006500	-	-	Cre01.g006500	Cre01.g006500	-	chromosome_1:1119869-1123965	-	-	0.356793	0.196183	0.517403	OK
Cre01.g006550	-	-	Cre01.g006550	Cre01.g006550	-	chromosome_1:1124249-1125265	-	-	0.115799	0	0.325343	OK
g161	-	-	g161	g161	-	chromosome_1:1125425-1129607	-	-	0.0791166	0.00819142	0.150042	OK
Cre01.g006600	-	-	Cre01.g006600	Cre01.g006600	-	chromosome_1:1134975-1139232	-	-	0.298445	0.15173	0.445161	OK
g164	-	-	g164	g164	-	chromosome_1:1139569-1141435	-	-	0.191524	0.0214383	0.361611	OK
g167	-	-	g167	g167	-	chromosome_1:1294329-1296655	-	-	0.249913	0.0541109	0.445715	OK
g168	-	-	g168	g168	-	chromosome_1:1305749-1306835	-	-	0.204569	0	0.440784	OK
g169	-	-	g169	g169	-	chromosome_1:1308029-1308705	-	-	0.0149038	0	0.101991	OK
g170	-	-	g170	g170	-	chromosome_1:1314165-1319626	-	-	0.361883	0.185943	0.537823	OK
Cre01.g006700	-	-	Cre01.g006700	Cre01.g006700	-	chromosome_1:1331475-1336502	-	-	0.258218	0.107443	0.408992	OK
g174	-	-	g174	g174	-	chromosome_1:1337068-1340025	-	-	0.372425	0.0842178	0.660631	OK
Cre01.g006750	-	-	Cre01.g006750	Cre01.g006750	-	chromosome_1:1344579-1348695	-	-	0.131603	0.025296	0.237911	OK
Cre01.g006800	-	-	Cre01.g006800	Cre01.g006800	-	chromosome_1:1355518-1365287	-	-	4.00636	3.31508	4.69764	OK
Cre01.g006850	-	-	Cre01.g006850	Cre01.g006850	-	chromosome_1:1365380-1367300	-	-	11.4399	10.0526	12.8272	OK
g180	-	-	g180	g180	-	chromosome_1:1367551-1369417	-	-	3.92476	3.01806	4.83145	OK
g181	-	-	g181	g181	-	chromosome_1:1369581-1389407	-	-	1.82584	1.59008	2.0616	OK
Cre01.g006900	-	-	Cre01.g006900	Cre01.g006900	-	chromosome_1:1369581-1389407	-	-	0.000236361	0	0.0153686	OK
Cre01.g006950	-	-	Cre01.g006950	FBA1	-	chromosome_1:1390087-1395999	-	-	88.7885	0	111.385	LOWDATA
g182	-	-	g182	g182	-	chromosome_1:1390087-1396147	-	-	2.11011	1.3553	2.86492	OK
Cre01.g007000	-	-	Cre01.g007000	Cre01.g007000	-	chromosome_1:1396477-1405374	-	-	9.52764	8.6524	10.4029	OK
Cre01.g007050	-	-	Cre01.g007050	CPLD11	-	chromosome_1:1405737-1408463	-	-	6.21994	5.35945	7.08042	OK
g185	-	-	g185	g185	-	chromosome_1:1410567-1413489	-	-	1906.16	1883.28	1929.04	OK
Cre01.g007100	-	-	Cre01.g007100	Cre01.g007100	-	chromosome_1:1413507-1420007	-	-	1.33475	1.10152	1.56799	OK
Cre01.g007150	-	-	Cre01.g007150	Cre01.g007150	-	chromosome_1:1420136-1426409	-	-	2.4044	1.90841	2.90038	OK
Cre01.g007200	-	-	Cre01.g007200	Cre01.g007200	-	chromosome_1:1426467-1432253	-	-	12.8213	11.8723	13.7704	OK
g189	-	-	g189	g189	-	chromosome_1:1433281-1440877	-	-	0.721129	0.558848	0.883411	OK
Cre01.g007300	-	-	Cre01.g007300	Cre01.g007300	-	chromosome_1:1441829-1446597	-	-	0.847665	0.54797	1.14736	OK
Cre01.g007350	-	-	Cre01.g007350	MOT42	-	chromosome_1:1446866-1449527	-	-	1.50894	1.07782	1.94007	OK
Cre01.g007400	-	-	Cre01.g007400	Cre01.g007400	-	chromosome_1:1450873-1454177	-	-	1.03319	0.728522	1.33787	OK
Cre01.g007450	-	-	Cre01.g007450	Cre01.g007450	-	chromosome_1:1454467-1458249	-	-	0	0	0	OK
Cre01.g007500	-	-	Cre01.g007500	Cre01.g007500	-	chromosome_1:1458381-1470637	-	-	0.760747	0	2.10142	OK
g194	-	-	g194	g194	-	chromosome_1:1458850-1470637	-	-	3.7154	0	8.9397	LOWDATA
Cre01.g007550	-	-	Cre01.g007550	Cre01.g007550	-	chromosome_1:1471127-1477319	-	-	1.51502	1.10269	1.92736	OK
g196	-	-	g196	g196	-	chromosome_1:1477327-1482947	-	-	33.4406	30.7111	36.17	OK
g197	-	-	g197	g197	-	chromosome_1:1483207-1491113	-	-	16.1227	15.101	17.1444	OK
Cre01.g007700	-	-	Cre01.g007700	Cre01.g007700	-	chromosome_1:1491240-1499953	-	-	27.1238	25.4464	28.8011	OK
g199	-	-	g199	g199	-	chromosome_1:1500487-1508629	-	-	5.67131	5.07597	6.26664	OK
g200	-	-	g200	g200	-	chromosome_1:1508634-1513187	-	-	13.0322	11.9423	14.122	OK
g201	-	-	g201	g201	-	chromosome_1:1513241-1520277	-	-	0.225837	0.0954499	0.356224	OK
Cre01.g007850	-	-	Cre01.g007850	TEF29	-	chromosome_1:1520327-1522685	-	-	89.9889	85.3075	94.6704	OK
Cre01.g007901	-	-	Cre01.g007901	Cre01.g007901	-	chromosome_1:1522807-1523609	-	-	0	0	0	OK
g203	-	-	g203	g203	-	chromosome_1:1522807-1533339	-	-	56.8558	54.5829	59.1288	OK
Cre01.g007950	-	-	Cre01.g007950	Cre01.g007950	-	chromosome_1:1533341-1539057	-	-	3.01597	2.43822	3.59373	OK
Cre01.g008000	-	-	Cre01.g008000	Cre01.g008000	-	chromosome_1:1539111-1544947	-	-	2.27902	1.70476	2.85328	OK
g206	-	-	g206	g206	-	chromosome_1:1545077-1550609	-	-	1.98945	1.467	2.51191	OK
g207	-	-	g207	g207	-	chromosome_1:1551622-1561025	-	-	13.36	12.6635	14.0565	OK
Cre01.g008150	-	-	Cre01.g008150	Cre01.g008150	-	chromosome_1:1561873-1574465	-	-	2.79583	2.49089	3.10076	OK
Cre01.g008200	-	-	Cre01.g008200	Cre01.g008200	-	chromosome_1:1574637-1581235	-	-	0.711308	0.483507	0.939109	OK
Cre01.g008250	-	-	Cre01.g008250	Cre01.g008250	-	chromosome_1:1582005-1588736	-	-	0.0378148	0	0.0759327	OK
g211	-	-	g211	g211	-	chromosome_1:1589633-1592985	-	-	9.64059e-07	0	0.0417334	OK
Cre01.g008300	-	-	Cre01.g008300	Cre01.g008300	-	chromosome_1:1589633-1592985	-	-	0.264312	0.109458	0.419165	OK
Cre01.g008350	-	-	Cre01.g008350	Cre01.g008350	-	chromosome_1:1593105-1597097	-	-	3.21989	2.73856	3.70122	OK
g213	-	-	g213	g213	-	chromosome_1:1598345-1606788	-	-	2.05453	1.77781	2.33125	OK
Cre01.g008450	-	-	Cre01.g008450	Cre01.g008450	-	chromosome_1:1609639-1617555	-	-	1.5752	1.21848	1.93191	OK
Cre01.g008500	-	-	Cre01.g008500	Cre01.g008500	-	chromosome_1:1617655-1624117	-	-	3.29185	2.70827	3.87542	OK
Cre01.g008550	-	-	Cre01.g008550	Cre01.g008550	-	chromosome_1:1624775-1632086	-	-	18.3223	17.1703	19.4743	OK
Cre01.g008600	-	-	Cre01.g008600	Cre01.g008600	-	chromosome_1:1632335-1642687	-	-	2.06289	1.75132	2.37446	OK
Cre01.g008650	-	-	Cre01.g008650	Cre01.g008650	-	chromosome_1:1642755-1654034	-	-	39.8458	38.8008	40.8908	OK
Cre01.g008700	-	-	Cre01.g008700	Cre01.g008700	-	chromosome_1:1654165-1657157	-	-	2.84409	2.15429	3.53388	OK
g220	-	-	g220	g220	-	chromosome_1:1657159-1661965	-	-	0.000715726	0	0.00829026	OK
Cre01.g008800	-	-	Cre01.g008800	Cre01.g008800	-	chromosome_1:1662645-1668430	-	-	9.87992	9.21324	10.5466	OK
Cre01.g008850	-	-	Cre01.g008850	Cre01.g008850	-	chromosome_1:1668439-1683825	-	-	3.32368	3.07465	3.57271	OK
Cre01.g008891	-	-	Cre01.g008891	Cre01.g008891	-	chromosome_1:1683925-1686617	-	-	0.616734	0.292809	0.940659	OK
Cre01.g008900	-	-	Cre01.g008900	Cre01.g008900	-	chromosome_1:1686709-1690115	-	-	1.02472	0.651453	1.39798	OK
Cre01.g008950	-	-	Cre01.g008950	Cre01.g008950	-	chromosome_1:1693749-1695855	-	-	6.5077	5.50889	7.50651	OK
g225	-	-	g225	g225	-	chromosome_1:1693749-1696515	-	-	0.112254	0	0.262319	OK
g226	-	-	g226	g226	-	chromosome_1:1696065-1698453	-	-	0.251135	0.00910774	0.493162	OK
