tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
Cre01.g002300	-	-	Cre01.g002300	Cre01.g002300	-	chromosome_1:372675-375035	-	-	473.664	462.451	484.877	OK
Cre01.g002350	-	-	Cre01.g002350	Cre01.g002350	-	chromosome_1:375365-383307	-	-	6.18404	5.40646	6.96161	OK
Cre01.g002400	-	-	Cre01.g002400	Cre01.g002400	-	chromosome_1:384275-388645	-	-	19.1394	17.2302	21.0486	OK
g59	-	-	g59	g59	-	chromosome_1:437789-440875	-	-	10.7394	9.26078	12.2181	OK
Cre01.g002500	-	-	Cre01.g002500	COP2	-	chromosome_1:441093-444942	-	-	259.297	253.077	265.518	OK
Cre01.g002550	-	-	Cre01.g002550	Cre01.g002550	-	chromosome_1:445085-451638	-	-	13.141	12.1851	14.0968	OK
Cre01.g002600	-	-	Cre01.g002600	Cre01.g002600	-	chromosome_1:452175-455677	-	-	1.57748	1.18062	1.97434	OK
Cre01.g002650	-	-	Cre01.g002650	Cre01.g002650	-	chromosome_1:456375-459334	-	-	0	0	0	OK
Cre01.g002700	-	-	Cre01.g002700	Cre01.g002700	-	chromosome_1:459395-468331	-	-	0.63977	0.448744	0.830796	OK
Cre01.g002750	-	-	Cre01.g002750	Cre01.g002750	-	chromosome_1:468385-472847	-	-	0.386546	0.179033	0.594059	OK
g65	-	-	g65	g65	-	chromosome_1:468385-472847	-	-	0.000285431	0	0.0552032	OK
Cre01.g002800	-	-	Cre01.g002800	SRR24	-	chromosome_1:473705-504317	-	-	0.208988	0.149277	0.268698	OK
g67	-	-	g67	g67	-	chromosome_1:504485-507767	-	-	0.215441	0.0227447	0.408137	OK
g68	-	-	g68	g68	-	chromosome_1:507815-527067	-	-	0.612681	0.488901	0.736461	OK
Cre01.g002900	-	-	Cre01.g002900	Cre01.g002900	-	chromosome_1:527089-528815	-	-	4.76619	3.73613	5.79625	OK
Cre01.g002950	-	-	Cre01.g002950	Cre01.g002950	-	chromosome_1:528879-533195	-	-	10.1012	9.06347	11.1389	OK
Cre01.g003000	-	-	Cre01.g003000	Cre01.g003000	-	chromosome_1:533295-537931	-	-	0.621569	0.382327	0.860812	OK
Cre01.g003050	-	-	Cre01.g003050	SEC8	-	chromosome_1:538050-548685	-	-	1.26768	1.02703	1.50832	OK
Cre01.g003100	-	-	Cre01.g003100	Cre01.g003100	-	chromosome_1:548795-553667	-	-	0	0	0	OK
g73	-	-	g73	g73	-	chromosome_1:548795-553667	-	-	0	0	0	OK
Cre01.g003150	-	-	Cre01.g003150	Cre01.g003150	-	chromosome_1:553685-559455	-	-	6.07544	5.41289	6.738	OK
Cre01.g003200	-	-	Cre01.g003200	Cre01.g003200	-	chromosome_1:559605-563426	-	-	3.6418	3.02178	4.26182	OK
Cre01.g003250	-	-	Cre01.g003250	Cre01.g003250	-	chromosome_1:563645-566147	-	-	1.89514	1.43016	2.36012	OK
Cre01.g003300	-	-	Cre01.g003300	Cre01.g003300	-	chromosome_1:566225-571627	-	-	0	0	0	OK
g78	-	-	g78	g78	-	chromosome_1:571709-577935	-	-	34.618	32.9653	36.2707	OK
g79	-	-	g79	g79	-	chromosome_1:578085-583100	-	-	0.148007	0.0103859	0.285628	OK
Cre01.g003450	-	-	Cre01.g003450	Cre01.g003450	-	chromosome_1:578085-583100	-	-	8.18579	7.45973	8.91186	OK
g80	-	-	g80	g80	-	chromosome_1:583695-595687	-	-	0.826405	0.585489	1.06732	OK
g81	-	-	g81	g81	-	chromosome_1:595704-601865	-	-	0.0419228	0	0.105512	OK
g82	-	-	g82	g82	-	chromosome_1:602370-606855	-	-	7.62102	6.72828	8.51376	OK
g83	-	-	g83	g83	-	chromosome_1:606955-626077	-	-	0.544919	0.430868	0.658971	OK
Cre01.g003519	-	-	Cre01.g003519	Cre01.g003519	-	chromosome_1:626435-628693	-	-	8.37616	7.06803	9.6843	OK
g85	-	-	g85	g85	-	chromosome_1:644745-653360	-	-	14.3751	13.4274	15.3228	OK
g86	-	-	g86	g86	-	chromosome_1:653606-662145	-	-	9.31244	8.59899	10.0259	OK
g87	-	-	g87	g87	-	chromosome_1:662245-677613	-	-	2.66068	2.34403	2.97732	OK
g88	-	-	g88	g88	-	chromosome_1:677835-680597	-	-	0.20176	0.0586453	0.344876	OK
Cre01.g003550	-	-	Cre01.g003550	Cre01.g003550	-	chromosome_1:680629-687445	-	-	2.59128	2.16385	3.01872	OK
Cre01.g003600	-	-	Cre01.g003600	Cre01.g003600	-	chromosome_1:688995-690516	-	-	1.75112	1.19143	2.31081	OK
Cre01.g003650	-	-	Cre01.g003650	Cre01.g003650	-	chromosome_1:694649-700899	-	-	7.68603	6.87753	8.49452	OK
Cre01.g003700	-	-	Cre01.g003700	Cre01.g003700	-	chromosome_1:701555-709087	-	-	0.243911	0.140686	0.347136	OK
Cre01.g003750	-	-	Cre01.g003750	Cre01.g003750	-	chromosome_1:709818-725710	-	-	3.14614	2.88339	3.40889	OK
Cre01.g003800	-	-	Cre01.g003800	Cre01.g003800	-	chromosome_1:726048-736490	-	-	3.01274	2.71406	3.31141	OK
g96	-	-	g96	g96	-	chromosome_1:736538-738965	-	-	6.14997	5.34244	6.9575	OK
Cre01.g003850	-	-	Cre01.g003850	Cre01.g003850	-	chromosome_1:739298-746905	-	-	0.658583	0.444911	0.872256	OK
g99	-	-	g99	g99	-	chromosome_1:750062-767768	-	-	3.7003	3.29784	4.10277	OK
Cre01.g004000	-	-	Cre01.g004000	Cre01.g004000	-	chromosome_1:767815-771798	-	-	7.72605	6.65464	8.79746	OK
Cre01.g004050	-	-	Cre01.g004050	Cre01.g004050	-	chromosome_1:779808-782390	-	-	0.257153	0.0271483	0.487157	OK
g102	-	-	g102	g102	-	chromosome_1:782818-804650	-	-	13.8218	13.1409	14.5027	OK
Cre01.g004124	-	-	Cre01.g004124	Cre01.g004124	-	chromosome_1:782818-804650	-	-	12.9963	12.2374	13.7552	OK
Cre01.g004157	-	-	Cre01.g004157	Cre01.g004157	-	chromosome_1:807728-826390	-	-	17.0058	16.3737	17.6378	OK
Cre01.g004200	-	-	Cre01.g004200	Cre01.g004200	-	chromosome_1:826412-833028	-	-	2.83017	2.41513	3.24521	OK
Cre01.g004250	-	-	Cre01.g004250	TCTEX1	-	chromosome_1:833154-834660	-	-	86.416	81.7156	91.1164	OK
Cre01.g004300	-	-	Cre01.g004300	ASN1	-	chromosome_1:834662-841428	-	-	249.49	244.487	254.492	OK
Cre01.g004350	-	-	Cre01.g004350	Cre01.g004350	-	chromosome_1:841528-850578	-	-	9.42721	8.64024	10.2142	OK
Cre01.g004400	-	-	Cre01.g004400	Cre01.g004400	-	chromosome_1:852288-853940	-	-	1.21468	0.708125	1.72124	OK
Cre01.g004450	-	-	Cre01.g004450	CPLD42	-	chromosome_1:853942-857330	-	-	75.6879	71.9035	79.4723	OK
Cre01.g004500	-	-	Cre01.g004500	LEU1L	-	chromosome_1:857468-864406	-	-	177.984	173.455	182.513	OK
Cre01.g004550	-	-	Cre01.g004550	FAP190	-	chromosome_1:864598-870890	-	-	11.1287	10.3639	11.8935	OK
Cre01.g004600	-	-	Cre01.g004600	RWP12	-	chromosome_1:871546-885124	-	-	1.91585	1.72095	2.11076	OK
Cre01.g004650	-	-	Cre01.g004650	Cre01.g004650	-	chromosome_1:885746-887416	-	-	1.70334	1.15217	2.25451	OK
Cre01.g004700	-	-	Cre01.g004700	Cre01.g004700	-	chromosome_1:887957-891436	-	-	0.0574421	0	0.172326	OK
g115	-	-	g115	g115	-	chromosome_1:891736-897598	-	-	3.5254e-08	0	0.050519	OK
Cre01.g004750	-	-	Cre01.g004750	Cre01.g004750	-	chromosome_1:891736-897598	-	-	0.102706	0.00187801	0.203534	OK
Cre01.g004800	-	-	Cre01.g004800	Cre01.g004800	-	chromosome_1:897756-902004	-	-	36.7679	35.0862	38.4496	OK
Cre01.g004850	-	-	Cre01.g004850	Cre01.g004850	-	chromosome_1:902010-912496	-	-	0.370613	0.251922	0.489304	OK
Cre01.g004900	-	-	Cre01.g004900	Cre01.g004900	-	chromosome_1:912668-915952	-	-	4.82426	4.00456	5.64397	OK
g119	-	-	g119	g119	-	chromosome_1:916086-916739	-	-	4.75483	3.17717	6.33248	OK
Cre01.g004950	-	-	Cre01.g004950	Cre01.g004950	-	chromosome_1:921310-925536	-	-	6.93568	6.06125	7.81012	OK
Cre01.g005000	-	-	Cre01.g005000	CPLD9	-	chromosome_1:925646-928048	-	-	1.85859	1.28502	2.43216	OK
Cre01.g005050	-	-	Cre01.g005050	Cre01.g005050	-	chromosome_1:928429-933185	-	-	108.966	105.964	111.967	OK
Cre01.g005100	-	-	Cre01.g005100	Cre01.g005100	-	chromosome_1:933366-936277	-	-	4.17584	3.43764	4.91403	OK
g124	-	-	g124	g124	-	chromosome_1:936476-937038	-	-	4.36833	2.31593	6.42073	OK
Cre01.g005150	-	-	Cre01.g005150	SGA1	-	chromosome_1:937149-941885	-	-	5.88168	5.07755	6.68581	OK
Cre01.g005200	-	-	Cre01.g005200	Cre01.g005200	-	chromosome_1:943055-951176	-	-	1.50905	1.23885	1.77925	OK
Cre01.g005250	-	-	Cre01.g005250	Cre01.g005250	-	chromosome_1:958366-960388	-	-	0	0	0	OK
g128	-	-	g128	g128	-	chromosome_1:960636-965520	-	-	0	0	0	OK
g129	-	-	g129	g129	-	chromosome_1:968026-970638	-	-	0	0	0	OK
Cre01.g005400	-	-	Cre01.g005400	Cre01.g005400	-	chromosome_1:971011-975436	-	-	0.497807	0.182966	0.812648	OK
Cre01.g005450	-	-	Cre01.g005450	RSP10	-	chromosome_1:975626-977808	-	-	139.291	133.393	145.188	OK
Cre01.g005500	-	-	Cre01.g005500	Cre01.g005500	-	chromosome_1:978996-988186	-	-	3.27752	2.79944	3.75559	OK
Cre01.g005534	-	-	Cre01.g005534	Cre01.g005534	-	chromosome_1:988190-989356	-	-	0.546904	0.160184	0.933623	OK
g134	-	-	g134	g134	-	chromosome_1:991246-991928	-	-	0	0	0	OK
Cre01.g005550	-	-	Cre01.g005550	ARL2	-	chromosome_1:991940-996584	-	-	2.32722	1.62949	3.02495	OK
Cre01.g005650	-	-	Cre01.g005650	Cre01.g005650	-	chromosome_1:996676-999498	-	-	0.955151	0.593288	1.31701	OK
g137	-	-	g137	g137	-	chromosome_1:999816-1003518	-	-	0	0	0	OK
g138	-	-	g138	g138	-	chromosome_1:1003566-1007127	-	-	0.171737	0.0330785	0.310396	OK
Cre01.g005750	-	-	Cre01.g005750	Cre01.g005750	-	chromosome_1:1007609-1011925	-	-	0.26451	0.0645591	0.46446	OK
g140	-	-	g140	g140	-	chromosome_1:1012023-1021315	-	-	15.2904	14.0592	16.5215	OK
Cre01.g005850	-	-	Cre01.g005850	Cre01.g005850	-	chromosome_1:1021425-1024377	-	-	267.587	260.536	274.638	OK
g142	-	-	g142	g142	-	chromosome_1:1024379-1029645	-	-	3.58494	2.92208	4.24779	OK
Cre01.g005950	-	-	Cre01.g005950	Cre01.g005950	-	chromosome_1:1029765-1035425	-	-	18.6242	17.2521	19.9963	OK
Cre01.g006000	-	-	Cre01.g006000	Cre01.g006000	-	chromosome_1:1035429-1040085	-	-	0.0757087	0.00799278	0.143425	OK
Cre01.g006050	-	-	Cre01.g006050	LF3	-	chromosome_1:1041785-1048797	-	-	7.19018	6.61684	7.76352	OK
Cre01.g006100	-	-	Cre01.g006100	Cre01.g006100	-	chromosome_1:1049716-1051485	-	-	15.3716	13.2192	17.5241	OK
g148	-	-	g148	g148	-	chromosome_1:1051595-1061757	-	-	17.416	16.2688	18.5632	OK
g149	-	-	g149	g149	-	chromosome_1:1063475-1068097	-	-	2.01492	1.55506	2.47477	OK
g153	-	-	g153	g153	-	chromosome_1:1088529-1090755	-	-	0.424266	0.175841	0.672691	OK
Cre01.g006300	-	-	Cre01.g006300	Cre01.g006300	-	chromosome_1:1091164-1094835	-	-	9.46033	8.57632	10.3443	OK
g155	-	-	g155	g155	-	chromosome_1:1094899-1099485	-	-	3.139	2.64191	3.63609	OK
g156	-	-	g156	g156	-	chromosome_1:1098269-1101865	-	-	0.411737	0.206101	0.617373	OK
Cre01.g006450	-	-	Cre01.g006450	Cre01.g006450	-	chromosome_1:1116175-1118197	-	-	2.03291e-08	0	0.0762583	OK
g158	-	-	g158	g158	-	chromosome_1:1116188-1119387	-	-	0.170533	0.0435137	0.297552	OK
Cre01.g006500	-	-	Cre01.g006500	Cre01.g006500	-	chromosome_1:1119869-1123965	-	-	0.218737	0.0943273	0.343146	OK
Cre01.g006550	-	-	Cre01.g006550	Cre01.g006550	-	chromosome_1:1124249-1125265	-	-	0.00463887	0	0.0461302	OK
g161	-	-	g161	g161	-	chromosome_1:1125425-1129607	-	-	0.0422315	0	0.0934956	OK
Cre01.g006600	-	-	Cre01.g006600	Cre01.g006600	-	chromosome_1:1134975-1139232	-	-	0.230967	0.10328	0.358654	OK
g164	-	-	g164	g164	-	chromosome_1:1139569-1141435	-	-	0.186051	0.0202062	0.351895	OK
g167	-	-	g167	g167	-	chromosome_1:1294329-1296655	-	-	0.454021	0.199303	0.708739	OK
g168	-	-	g168	g168	-	chromosome_1:1305749-1306835	-	-	0.0896199	0	0.244295	OK
g169	-	-	g169	g169	-	chromosome_1:1308029-1308705	-	-	0.0540319	0	0.218076	OK
g170	-	-	g170	g170	-	chromosome_1:1314165-1319626	-	-	0.519625	0.311054	0.728196	OK
Cre01.g006700	-	-	Cre01.g006700	Cre01.g006700	-	chromosome_1:1331475-1336502	-	-	0.25817	0.109022	0.407317	OK
g174	-	-	g174	g174	-	chromosome_1:1337068-1340025	-	-	0.333489	0.063681	0.603296	OK
Cre01.g006750	-	-	Cre01.g006750	Cre01.g006750	-	chromosome_1:1344579-1348695	-	-	0.185016	0.0603172	0.309716	OK
Cre01.g006800	-	-	Cre01.g006800	Cre01.g006800	-	chromosome_1:1355518-1365287	-	-	1.70549	1.25929	2.15169	OK
Cre01.g006850	-	-	Cre01.g006850	Cre01.g006850	-	chromosome_1:1365380-1367300	-	-	8.64428	7.45125	9.8373	OK
g180	-	-	g180	g180	-	chromosome_1:1367551-1369417	-	-	3.22422	2.41121	4.03723	OK
g181	-	-	g181	g181	-	chromosome_1:1369581-1389407	-	-	0.573734	0.439572	0.707896	OK
Cre01.g006900	-	-	Cre01.g006900	Cre01.g006900	-	chromosome_1:1369581-1389407	-	-	0.000233625	0	0.0150438	OK
Cre01.g006950	-	-	Cre01.g006950	FBA1	-	chromosome_1:1390087-1395999	-	-	55.6221	0	73.4638	LOWDATA
g182	-	-	g182	g182	-	chromosome_1:1390087-1396147	-	-	0.857486	0.378124	1.33685	OK
Cre01.g007000	-	-	Cre01.g007000	Cre01.g007000	-	chromosome_1:1396477-1405374	-	-	4.2493	3.67105	4.82756	OK
Cre01.g007050	-	-	Cre01.g007050	CPLD11	-	chromosome_1:1405737-1408463	-	-	9.81583	8.74642	10.8852	OK
g185	-	-	g185	g185	-	chromosome_1:1410567-1413489	-	-	1728.06	1706.51	1749.61	OK
Cre01.g007100	-	-	Cre01.g007100	Cre01.g007100	-	chromosome_1:1413507-1420007	-	-	1.74678	1.48282	2.01075	OK
Cre01.g007150	-	-	Cre01.g007150	Cre01.g007150	-	chromosome_1:1420136-1426409	-	-	2.02778	1.57716	2.4784	OK
Cre01.g007200	-	-	Cre01.g007200	Cre01.g007200	-	chromosome_1:1426467-1432253	-	-	12.8235	11.8845	13.7625	OK
g189	-	-	g189	g189	-	chromosome_1:1433281-1440877	-	-	0.064336	0.0163828	0.112289	OK
Cre01.g007300	-	-	Cre01.g007300	Cre01.g007300	-	chromosome_1:1441829-1446597	-	-	1.73703	1.3126	2.16145	OK
Cre01.g007350	-	-	Cre01.g007350	MOT42	-	chromosome_1:1446866-1449527	-	-	0.301394	0.110776	0.492012	OK
Cre01.g007400	-	-	Cre01.g007400	Cre01.g007400	-	chromosome_1:1450873-1454177	-	-	0.549568	0.329741	0.769395	OK
Cre01.g007450	-	-	Cre01.g007450	Cre01.g007450	-	chromosome_1:1454467-1458249	-	-	0	0	0	OK
Cre01.g007500	-	-	Cre01.g007500	Cre01.g007500	-	chromosome_1:1458381-1470637	-	-	0.67124	0.378796	0.963683	OK
g194	-	-	g194	g194	-	chromosome_1:1458850-1470637	-	-	1.14811	0	3.58914	LOWDATA
Cre01.g007550	-	-	Cre01.g007550	Cre01.g007550	-	chromosome_1:1471127-1477319	-	-	0.343236	0.149073	0.5374	OK
g196	-	-	g196	g196	-	chromosome_1:1477327-1482947	-	-	28.0662	25.6489	30.4835	OK
g197	-	-	g197	g197	-	chromosome_1:1483207-1491113	-	-	14.2423	13.2923	15.1923	OK
Cre01.g007700	-	-	Cre01.g007700	Cre01.g007700	-	chromosome_1:1491240-1499953	-	-	10.9384	9.88461	11.9921	OK
g199	-	-	g199	g199	-	chromosome_1:1500487-1508629	-	-	13.1349	12.2386	14.0312	OK
g200	-	-	g200	g200	-	chromosome_1:1508634-1513187	-	-	11.6176	10.5996	12.6355	OK
g201	-	-	g201	g201	-	chromosome_1:1513241-1520277	-	-	0.23945	0.106627	0.372272	OK
Cre01.g007850	-	-	Cre01.g007850	TEF29	-	chromosome_1:1520327-1522685	-	-	81.9956	77.5747	86.4165	OK
Cre01.g007901	-	-	Cre01.g007901	Cre01.g007901	-	chromosome_1:1522807-1523609	-	-	0	0	0	OK
g203	-	-	g203	g203	-	chromosome_1:1522807-1533339	-	-	54.1671	52.0703	56.264	OK
Cre01.g007950	-	-	Cre01.g007950	Cre01.g007950	-	chromosome_1:1533341-1539057	-	-	0.189564	0.0462672	0.332861	OK
Cre01.g008000	-	-	Cre01.g008000	Cre01.g008000	-	chromosome_1:1539111-1544947	-	-	0.63729	0.336869	0.937711	OK
g206	-	-	g206	g206	-	chromosome_1:1545077-1550609	-	-	0.503563	0.243524	0.763602	OK
g207	-	-	g207	g207	-	chromosome_1:1551622-1561025	-	-	8.66772	8.11272	9.22273	OK
Cre01.g008150	-	-	Cre01.g008150	Cre01.g008150	-	chromosome_1:1561873-1574465	-	-	8.71962	8.18686	9.25238	OK
Cre01.g008200	-	-	Cre01.g008200	Cre01.g008200	-	chromosome_1:1574637-1581235	-	-	0.523615	0.330257	0.716972	OK
Cre01.g008250	-	-	Cre01.g008250	Cre01.g008250	-	chromosome_1:1582005-1588736	-	-	0.0747926	0.0217585	0.127827	OK
g211	-	-	g211	g211	-	chromosome_1:1589633-1592985	-	-	6.19359e-06	0	0.0408504	OK
Cre01.g008300	-	-	Cre01.g008300	Cre01.g008300	-	chromosome_1:1589633-1592985	-	-	0.166564	0.0442179	0.288911	OK
Cre01.g008350	-	-	Cre01.g008350	Cre01.g008350	-	chromosome_1:1593105-1597097	-	-	2.21828	1.82304	2.61352	OK
g213	-	-	g213	g213	-	chromosome_1:1598345-1606788	-	-	0.165457	0.0877687	0.243145	OK
Cre01.g008450	-	-	Cre01.g008450	Cre01.g008450	-	chromosome_1:1609639-1617555	-	-	0.177885	0.059295	0.296475	OK
Cre01.g008500	-	-	Cre01.g008500	Cre01.g008500	-	chromosome_1:1617655-1624117	-	-	0.93057	0.62361	1.23753	OK
Cre01.g008550	-	-	Cre01.g008550	Cre01.g008550	-	chromosome_1:1624775-1632086	-	-	5.94898	5.29959	6.59837	OK
Cre01.g008600	-	-	Cre01.g008600	Cre01.g008600	-	chromosome_1:1632335-1642687	-	-	0.837007	0.640666	1.03335	OK
Cre01.g008650	-	-	Cre01.g008650	Cre01.g008650	-	chromosome_1:1642755-1654034	-	-	37.0659	36.0688	38.0631	OK
Cre01.g008700	-	-	Cre01.g008700	Cre01.g008700	-	chromosome_1:1654165-1657157	-	-	4.78935	3.9038	5.67491	OK
g220	-	-	g220	g220	-	chromosome_1:1657159-1661965	-	-	0	0	0	OK
Cre01.g008800	-	-	Cre01.g008800	Cre01.g008800	-	chromosome_1:1662645-1668430	-	-	3.33787	2.95452	3.72122	OK
Cre01.g008850	-	-	Cre01.g008850	Cre01.g008850	-	chromosome_1:1668439-1683825	-	-	3.93093	3.663	4.19886	OK
Cre01.g008891	-	-	Cre01.g008891	Cre01.g008891	-	chromosome_1:1683925-1686617	-	-	0.478724	0.196388	0.76106	OK
Cre01.g008900	-	-	Cre01.g008900	Cre01.g008900	-	chromosome_1:1686709-1690115	-	-	0.629802	0.340305	0.919299	OK
Cre01.g008950	-	-	Cre01.g008950	Cre01.g008950	-	chromosome_1:1693749-1695855	-	-	1.52897	1.05144	2.00651	OK
g225	-	-	g225	g225	-	chromosome_1:1693749-1696515	-	-	2.29679e-07	0	0.0555125	OK
g226	-	-	g226	g226	-	chromosome_1:1696065-1698453	-	-	0.132968	0	0.300465	OK
