This file contains a set of tab-delimited tables describing the differences between an existing PGDB and a new annotation file.
This file was generated on 08-Jun-2018  09:39:34.

Changes to Gene Attributes
The following 6 genes have changes to the COMMON-NAME attribute:

* = already updated

 	Gene ID	Gene Accession	Old Value(s)	New Value(s)	
	GIO2-676	Cre17.g710200	tryptophan 2,3-dioxygenase	<none>	
	GIO2-4702	Cre17.g709850	Cre17.g709850.t1.2	<none>	
	GIO2-4702	Cre17.g709850	<none>	<none>	
	GIO2-4702	Cre17.g709850	<none>	<none>	
	GIO2-1872	Cre17.g708800	glutathione synthase	<none>	
	GIO2-2905	Cre17.g708100	hypoxanthine phosphoribosyltransferase	<none>	
	GIO2-3302	Cre17.g707300	plasmalogen synthase	<none>	
	GIO2-1521	Cre17.g706800	peroxyureidoacrylate/ureidoacrylate amidohydrolase	<none>	
	GIO2-1521	Cre17.g706800	peroxyureidoacrylate/ureidoacrylate amidohydrolase	<none>	
	GIO2-1521	Cre17.g706800	Cre17.g706800.t1.2	<none>	
	GIO2-1521	Cre17.g706800	peroxyureidoacrylate/ureidoacrylate amidohydrolase	<none>	
	GIO2-1521	Cre17.g706800	Cre17.g706800.t1.2	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-5471	Cre17.g705950	Cre17.g705950	<none>	
	GIO2-4811	Cre17.g705850	<none>	<none>	
	GIO2-2856	Cre17.g705700	<none>	<none>	
	GIO2-705	Cre17.g705300	cellulase	<none>	
	GIO2-3349	Cre17.g704850	adenine phosphoribosyltransferase	<none>	
	GIO2-1300	Cre17.g704150	glycerophosphodiester phosphodiesterase	<none>	
	GIO2-4914	Cre17.g704000	<none>	<none>	
	GIO2-4914	Cre17.g704000	<none>	<none>	
	GIO2-1605	Cre17.g703950	polyvinyl alcohol dehydrogenase (cytochrome)	<none>	
	GIO2-1605	Cre17.g703950	polyvinyl-alcohol oxidase	<none>	
	GIO2-467	Cre17.g703700	succinate-CoA ligase (ADP-forming)	<none>	
	GIO2-1092	Cre17.g703176	superoxide dismutase	<none>	
	GIO2-5008	Cre17.g703000	glucan 1,4-a-glucosidase	<none>	
	GIO2-5045	Cre17.g702950	Cre17.g702950.t1.2	<none>	
	GIO2-5045	Cre17.g702950	Cre17.g702950.t1.2	<none>	
	GIO2-1840	Cre17.g702900	Cre17.g702900.t1.2	<none>	
	GIO2-1840	Cre17.g702900	Cre17.g702900.t1.2	<none>	
	GIO2-1984	Cre17.g702750	3-dehydrosphinganine reductase	<none>	
	GIO2-3430	Cre17.g702400	2,5-diamino-6-(5-phosphoribitylamino)pyrimidin-4(3H)-one deaminase	<none>	
	GIO2-3430	Cre17.g702400	<none>	<none>	
	GIO2-4605	Cre17.g701700	stearoyl-[acyl-carrier-protein] 9-desaturase	<none>	
	GIO2-1704	Cre17.g701100	pseudouridine kinase	<none>	
	GIO2-611	Cre17.g700750	Cre17.g700750.t1.2	<none>	
	GIO2-611	Cre17.g700750	Cre17.g700750.t1.2	<none>	
	GIO2-347	Cre17.g700650	Cre17.g700650.t1.2	<none>	
	GIO2-347	Cre17.g700650	Cre17.g700650.t1.2	<none>	
	GIO2-1104	Cre17.g700450	Cre17.g700450.t1.2	<none>	
	GIO2-1104	Cre17.g700450	Cre17.g700450.t1.2	<none>	
	GIO2-1022	Cre17.g700100	phenylpyruvate tautomerase	<none>	
	GIO2-1022	Cre17.g700100	L-dopachrome isomerase	<none>	
	GIO2-4453	Cre17.g699900	dTDP-(2R,6S)-6-hydroxy-2-methyl-3-oxo-3,6-dihydro-2H-pyran-4-olate 3-ketoreductase (dTDP-4-dehydro-2,6-dideoxy-a-D-allose-forming)	<none>	
	GIO2-2700	Cre17.g699850	glycerophosphodiester phosphodiesterase	<none>	
	GIO2-2176	Cre17.g699650	ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesyl diphosphate specific]	<none>	
	GIO2-2301	Cre17.g699600	<none>	<none>	
	GIO2-4717	Cre17.g699500	<none>	<none>	
	GIO2-1597	Cre17.g699100	triacylglycerol lipase	<none>	
	GIO2-2992	Cre17.g699000	<none>	<none>	
	GIO2-1047	Cre17.g698850	isoamylase	<none>	
	GIO2-489	Cre17.g698650	Cre17.g698650.t1.1	<none>	
	GIO2-489	Cre17.g698650	g-glutamyltranspeptidase	<none>	
	GIO2-489	Cre17.g698650	glutathione hydrolase	<none>	
	GIO2-4937	Cre17.g698600	triacylglycerol lipase	<none>	
	GIO2-2914	Cre17.g698450	methylenetetrahydrofolate dehydrogenase	<none>	
	GIO2-2914	Cre17.g698450	Cre17.g698450.t1.2	<none>	
	GIO2-2914	Cre17.g698450	<none>	<none>	
	GIO2-2914	Cre17.g698450	<none>	<none>	
	GIO2-439	Cre17.g698266	adenylylsulfatase	<none>	
	GIO2-4339	Cre17.g698000	<none>	<none>	
	GIO2-4339	Cre17.g698000	<none>	<none>	
	GIO2-1163	Cre17.g697950	Cre17.g697950.t1.1	<none>	
	GIO2-1618	Cre17.g696626	fumarate reductase (NADH)	<none>	
	GIO2-2950	Cre17.g696600	fumarate reductase (NADH)	<none>	
	GIO2-3241	Cre16.g696000	Cre16.g696000.t1.2	<none>	
	GIO2-3241	Cre16.g696000	N-acetylglucosamine-1-phosphate uridyltransferase	<none>	
	GIO2-3241	Cre16.g696000	UTP:glucose-1-phosphate uridylyltransferase	<none>	
	GIO2-1580	Cre16.g695800	cyclomaltodextrin glucanotransferase	<none>	
	GIO2-1260	Cre16.g695100	acyl-CoA oxidase	<none>	
	GIO2-1260	Cre16.g695100	acyl-CoA oxidase	<none>	
	GIO2-2017	Cre16.g695050	Cre16.g695050.t1.2	<none>	
	GIO2-2017	Cre16.g695050	Cre16.g695050.t1.2	<none>	
	GIO2-2017	Cre16.g695050	Cre16.g695050.t1.2	<none>	
	GIO2-2017	Cre16.g695050	Cre16.g695050.t1.2	<none>	
	GIO2-2017	Cre16.g695050	Cre16.g695050.t1.2	<none>	
	GIO2-4667	Cre16.g694850	glutamate N-acetyltransferase	<none>	
	GIO2-4667	Cre16.g694850	amino-acid N-acetyltransferase	<none>	
	GIO2-1133	Cre16.g693203	phosphonate-transporting ATPase	<none>	
	GIO2-1133	Cre16.g693203	Cre16.g693203.t1.1	<none>	
	GIO2-1556	Cre16.g693202	sulfite reductase (ferredoxin)	<none>	
	GIO2-435	Cre16.g692800	prostaglandin-F synthase	<none>	
	GIO2-970	Cre16.g692000	acid phosphatase	<none>	
	GIO2-313	Cre16.g691888	6-phosphofructo-2-kinase	<none>	
	GIO2-313	Cre16.g691888	fructose-2,6-bisphosphate 2-phosphatase	<none>	
	GIO2-1418	Cre16.g691800	Cre16.g691800.t1.1	<none>	
	GIO2-4162	Cre16.g691750	<none>	<none>	
	GIO2-2511	Cre16.g691552	NADH dehydrogenase	<none>	
	GIO2-2511	Cre16.g691552	NADH:ubiquinone reductase (non-electrogenic)	<none>	
	GIO2-1673	Cre16.g690767	Cre16.g690767.t1.1	<none>	
	GIO2-2336	Cre16.g690431	2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase	<none>	
	GIO2-2336	Cre16.g690431	Cre16.g690431.t1.1	<none>	
	GIO2-3059	Cre16.g690150	<none>	<none>	
	GIO2-2224	Cre16.g690050	<none>	<none>	
	GIO2-1908	Cre16.g690000	Cre16.g690000.t1.2	<none>	
	GIO2-1711	Cre16.g689700	(R)-2-hydroxyacid dehydrogenase	<none>	
	GIO2-4930	Cre16.g689150	Cre16.g689150.t1.2	<none>	
	GIO2-1226	Cre16.g689100	23S rRNA pseudouridine1911/1915/1917 synthase	<none>	
	GIO2-263	Cre16.g689050	acyl-CoA oxidase	<none>	
	GIO2-263	Cre16.g689050	acyl-CoA oxidase	<none>	
	GIO2-263	Cre16.g689050	acyl-CoA oxidase	<none>	
	GIO2-1664	Cre16.g688950	dextransucrase	<none>	
	GIO2-4281	Cre16.g688901	<none>	<none>	
	GIO2-1801	Cre16.g688700	galactolipase	<none>	
	GIO2-5025	Cre16.g688638	guanylate cyclase	<none>	
	GIO2-3142	Cre16.g688550	glutathione transferase	<none>	
	GIO2-3142	Cre16.g688550	prostaglandin-D synthase	<none>	
	GIO2-712	Cre16.g687950	acrylyl-CoA reductase (NADH)	<none>	
	GIO2-814	Cre16.g687550	sulfate-transporting ATPase	<none>	
	GIO2-814	Cre16.g687550	Cre16.g687550.t1.1	<none>	
	GIO2-814	Cre16.g687550	Cre16.g687550.t1.1	<none>	
	GIO2-2255	Cre16.g687350	acyl-CoA oxidase	<none>	
	GIO2-2255	Cre16.g687350	acyl-CoA oxidase	<none>	
	GIO2-1014	Cre16.g687294	ferredoxin:thioredoxin reductase	<none>	
	GIO2-1641	Cre16.g687070	endo-1,4-b-xylanase	<none>	
	GIO2-689	Cre16.g686552	Cre16.g686552.t1.1	<none>	
	GIO2-363	Cre16.g686500	acid phosphatase	<none>	
	GIO2-443	Cre16.g686200	a,a-trehalose-phosphate synthase (UDP-forming)	<none>	
	GIO2-538	Cre16.g686002	procollagen-proline dioxygenase	<none>	
	GIO2-662	Cre16.g685800	palmitoyl-CoA hydrolase	<none>	
	GIO2-662	Cre16.g685800	acyl-CoA hydrolase	<none>	
	GIO2-1198	Cre16.g685573	phospholipase A2</small	<none>	
	GIO2-3781	Cre16.g685550	cysteine synthase	<none>	
	GIO2-1317	Cre16.g685450	dynein ATPase	<none>	
	GIO2-2010	Cre16.g685400	NADP-retinol dehydrogenase	<none>	
	GIO2-2010	Cre16.g685400	all-trans-retinol dehydrogenase (NAD+)	<none>	
	GIO2-2010	Cre16.g685400	11-cis-retinol dehydrogenase	<none>	
	GIO2-1304	Cre16.g685300	long-chain-alcohol O-fatty-acyltransferase	<none>	
	GIO2-5148	Cre16.g684750	D-xylose reductase	<none>	
	GIO2-1869	Cre16.g684550	hydroxypyruvate reductase (NADP+)	<none>	
	GIO2-1869	Cre16.g684550	glyoxylate reductase (NADP+)	<none>	
	GIO2-4659	Cre16.g684350	<none>	<none>	
	GIO2-900	Cre16.g684043	4-trimethylammoniobutyraldehyde dehydrogenase	<none>	
	GIO2-900	Cre16.g684043	aldehyde dehydrogenase (NAD+)	<none>	
	GIO2-1257	Cre16.g683900	Cre16.g683900.t1.1	<none>	
	GIO2-1257	Cre16.g683900	acetate kinase	<none>	
	GIO2-1183	Cre16.g683850	glycerophosphodiester phosphodiesterase	<none>	
	GIO2-2565	Cre16.g683550	<none>	<none>	
	GIO2-4269	Cre16.g683450	<none>	<none>	
	GIO2-1028	Cre16.g683371	ornithine decarboxylase	<none>	
	GIO2-2411	Cre16.g683350	Cre16.g683350.t1.2	<none>	
	GIO2-2411	Cre16.g683350	acyl-CoA hydrolase	<none>	
	GIO2-1812	Cre16.g683259	Cre16.g683259.t1.1	<none>	
	GIO2-1812	Cre16.g683259	Cre16.g683259.t1.1	<none>	
	GIO2-1745	Cre16.g683050	b-lactamase	<none>	
	GIO2-799	Cre16.g682725	glutathione transferase	<none>	
	GIO2-799	Cre16.g682725	prostaglandin-D synthase	<none>	
	GIO2-558	Cre16.g682552	guanylate cyclase	<none>	
	GIO2-588	Cre16.g682369	Cre16.g682369.t1.1	<none>	
	GIO2-588	Cre16.g682369	Cu2+-exporting ATPase	<none>	
	GIO2-4539	Cre16.g682100	<none>	<none>	
	GIO2-4539	Cre16.g682100	<none>	<none>	
	GIO2-2485	Cre16.g682050	nucleoside-triphosphatase	<none>	
	GIO2-3640	Cre16.g681850	uridine kinase	<none>	
	GIO2-3640	Cre16.g681850	uridine kinase	<none>	
	GIO2-3640	Cre16.g681850	uracil phosphoribosyltransferase	<none>	
	GIO2-1566	Cre16.g681800	inositol-tetrakisphosphate 1-kinase	<none>	
	GIO2-1566	Cre16.g681800	inositol-1,3,4-trisphosphate 5/6-kinase	<none>	
	GIO2-1566	Cre16.g681800	inositol-1,3,4-trisphosphate 5/6-kinase	<none>	
	GIO2-1806	Cre16.g681750	calcium-transporting ATPase	<none>	
	GIO2-1806	Cre16.g681750	Cre16.g681750.t1.1	<none>	
	GIO2-1703	Cre16.g681700	NADH:ubiquinone reductase (H+-translocating)	<none>	
	GIO2-4962	Cre16.g681238	Cre16.g681238.t1.1	<none>	
	GIO2-4962	Cre16.g681238	Cre16.g681238.t1.1	<none>	
	GIO2-1743	Cre16.g681200	L-arabinitol 4-dehydrogenase	<none>	
	GIO2-4213	Cre16.g680700	asparagine synthase (glutamine-hydrolysing)	<none>	
	GIO2-4213	Cre16.g680700	Cre16.g680700.t1.2	<none>	
	GIO2-4213	Cre16.g680700	aspartate-ammonia ligase	<none>	
	GIO2-1477	Cre16.g680300	phosphatidylcholine-sterol O-acyltransferase	<none>	
	GIO2-2167	Cre16.g679850	guanylate cyclase	<none>	
	GIO2-830	Cre16.g679669	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	<none>	
	GIO2-327	Cre16.g679333	NADH:ubiquinone reductase (H+-translocating)	<none>	
	GIO2-3987	Cre16.g679150	<none>	<none>	
	GIO2-1866	Cre16.g678997	glycoprotein 2-b-D-xylosyltransferase	<none>	
	GIO2-1687	Cre16.g678850	hydroxymethylglutaryl-CoA synthase	<none>	
	GIO2-913	Cre16.g678773	Cre16.g678773.t1.1	<none>	
	GIO2-913	Cre16.g678773	3b-hydroxy-4a-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating)	<none>	
	GIO2-913	Cre16.g678773	3b-hydroxy-4a-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating)	<none>	
	GIO2-913	Cre16.g678773	3b-hydroxy-4a-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating)	<none>	
	GIO2-913	Cre16.g678773	Cre16.g678773.t1.1	<none>	
	GIO2-1057	Cre16.g678551	guanylate cyclase	<none>	
	GIO2-1138	Cre16.g678450	Cre16.g678450.t1.1	<none>	
	GIO2-1138	Cre16.g678450	Cre16.g678450.t1.1	<none>	
	GIO2-420	Cre16.g678437	Cre16.g678437.t1.1	<none>	
	GIO2-431	Cre16.g677950	allyl-alcohol dehydrogenase	<none>	
	GIO2-431	Cre16.g677950	Cre16.g677950.t1.1	<none>	
	GIO2-4397	Cre16.g677600	ElmD	<none>	
	GIO2-1262	Cre16.g677550	adenylate cyclase	<none>	
	GIO2-2111	Cre16.g677500	<none>	<none>	
	GIO2-4031	Cre16.g677450	Cre16.g677450.t1.2	<none>	
	GIO2-4031	Cre16.g677450	Cre16.g677450.t1.2	<none>	
	GIO2-4031	Cre16.g677450	<none>	<none>	
	GIO2-915	Cre16.g677250	palmitoyl-CoA hydrolase	<none>	
	GIO2-1288	Cre16.g677150	UDP-Gal:a-D-GalNAc-1,3-a-D-GalNAc-diphosphoundecaprenol b-1,3-galactosyltransferase	<none>	
	GIO2-1288	Cre16.g677150	glycoprotein-N-acetylgalactosamine 3-b-galactosyltransferase	<none>	
	GIO2-1308	Cre16.g677050	adenylate cyclase	<none>	
	GIO2-5470	Cre16.g677026	Cre16.g677026	<none>	
	GIO2-5470	Cre16.g677026	Cre16.g677026	<none>	
	GIO2-5470	Cre16.g677026	Cre16.g677026	<none>	
	GIO2-1066	Cre16.g676800	adenylate cyclase	<none>	
	GIO2-3478	Cre16.g676150	<none>	<none>	
	GIO2-515	Cre16.g675900	diaminopimelate decarboxylase	<none>	
	GIO2-5401	Cre16.g675850	Cre16.g675850.t1.2	<none>	
	GIO2-2253	Cre16.g675650	methylmalonate-semialdehyde dehydrogenase (acylating)	<none>	
	GIO2-4696	Cre16.g675450	(+)-neomenthol dehydrogenase	<none>	
	GIO2-4696	Cre16.g675450	(-)-menthol dehydrogenase	<none>	
